Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_187_210,VSS,Metal1,108.2460,725.2990,0.000001
FILLER_187_203,VSS,Metal1,104.8860,725.2990,0.000001
FILLER_187_196,VSS,Metal1,101.5260,725.2990,0.000001
FILLER_187_189,VSS,Metal1,98.1660,725.2990,0.000001
FILLER_187_182,VSS,Metal1,94.8060,725.2990,0.000001
FILLER_187_175,VSS,Metal1,91.4460,725.2990,0.000001
FILLER_187_168,VSS,Metal1,88.0860,725.2990,0.000001
FILLER_187_161,VSS,Metal1,84.7260,725.2990,0.000001
FILLER_187_154,VSS,Metal1,81.3660,725.2990,0.000001
FILLER_187_147,VSS,Metal1,78.0060,725.2990,0.000001
FILLER_187_140,VSS,Metal1,74.6460,725.2990,0.000001
FILLER_187_133,VSS,Metal1,71.2860,725.2990,0.000001
FILLER_187_126,VSS,Metal1,67.9260,725.2990,0.000001
FILLER_187_119,VSS,Metal1,64.5660,725.2990,0.000001
FILLER_187_112,VSS,Metal1,61.2060,725.2990,0.000001
FILLER_187_105,VSS,Metal1,57.8460,725.2990,0.000001
FILLER_187_98,VSS,Metal1,54.4860,725.2990,0.000001
FILLER_187_91,VSS,Metal1,51.1260,725.2990,0.000001
FILLER_187_84,VSS,Metal1,47.7660,725.2990,0.000001
FILLER_187_77,VSS,Metal1,44.4060,725.2990,0.000001
