Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_187_994,VDD,Metal1,484.5690,722.5780,1.199999
FILLER_187_987,VDD,Metal1,481.2090,722.5780,1.199999
FILLER_187_980,VDD,Metal1,477.8490,722.5780,1.199999
FILLER_187_973,VDD,Metal1,474.4890,722.5780,1.199999
FILLER_187_966,VDD,Metal1,471.1290,722.5780,1.199999
FILLER_187_959,VDD,Metal1,467.7690,722.5780,1.199999
FILLER_187_952,VDD,Metal1,464.4090,722.5780,1.199999
FILLER_187_945,VDD,Metal1,461.0490,722.5780,1.199999
FILLER_187_938,VDD,Metal1,457.6890,722.5780,1.199999
FILLER_187_931,VDD,Metal1,454.3290,722.5780,1.199999
FILLER_187_924,VDD,Metal1,450.9690,722.5780,1.199999
FILLER_187_917,VDD,Metal1,447.6090,722.5780,1.199999
FILLER_187_910,VDD,Metal1,444.2490,722.5780,1.199999
FILLER_187_903,VDD,Metal1,440.8890,722.5780,1.199999
FILLER_187_896,VDD,Metal1,437.5290,722.5780,1.199999
FILLER_187_889,VDD,Metal1,434.1690,722.5780,1.199999
FILLER_187_882,VDD,Metal1,430.8090,722.5780,1.199999
FILLER_187_875,VDD,Metal1,427.4490,722.5780,1.199999
FILLER_187_868,VDD,Metal1,424.0890,722.5780,1.199999
FILLER_187_861,VDD,Metal1,420.7290,722.5780,1.199999
FILLER_187_854,VDD,Metal1,417.3690,722.5780,1.199999
FILLER_187_847,VDD,Metal1,414.0090,722.5780,1.199999
FILLER_187_840,VDD,Metal1,410.6490,722.5780,1.199999
FILLER_187_833,VDD,Metal1,407.2890,722.5780,1.199999
FILLER_187_826,VDD,Metal1,403.9290,722.5780,1.199999
FILLER_187_819,VDD,Metal1,400.5690,722.5780,1.199999
FILLER_187_812,VDD,Metal1,397.2090,722.5780,1.199999
FILLER_187_805,VDD,Metal1,393.8490,722.5780,1.199999
FILLER_187_798,VDD,Metal1,390.4890,722.5780,1.199999
FILLER_187_791,VDD,Metal1,387.1290,722.5780,1.199999
FILLER_187_784,VDD,Metal1,383.7690,722.5780,1.199999
FILLER_187_777,VDD,Metal1,380.4090,722.5780,1.199999
FILLER_187_770,VDD,Metal1,377.0490,722.5780,1.199999
FILLER_187_763,VDD,Metal1,373.6890,722.5780,1.199999
FILLER_187_756,VDD,Metal1,370.3290,722.5780,1.199999
FILLER_187_749,VDD,Metal1,366.9690,722.5780,1.199999
FILLER_187_742,VDD,Metal1,363.6090,722.5780,1.199999
FILLER_187_735,VDD,Metal1,360.2490,722.5780,1.199999
FILLER_187_728,VDD,Metal1,356.8890,722.5780,1.199999
FILLER_187_721,VDD,Metal1,353.5290,722.5780,1.199999
FILLER_187_714,VDD,Metal1,350.1690,722.5780,1.199999
FILLER_187_707,VDD,Metal1,346.8090,722.5780,1.199999
FILLER_187_700,VDD,Metal1,343.4490,722.5780,1.199999
FILLER_187_693,VDD,Metal1,340.0890,722.5780,1.199999
FILLER_187_686,VDD,Metal1,336.7290,722.5780,1.199999
FILLER_187_679,VDD,Metal1,333.3690,722.5780,1.199999
FILLER_187_672,VDD,Metal1,330.0090,722.5780,1.199999
FILLER_187_665,VDD,Metal1,326.6490,722.5780,1.199999
FILLER_187_658,VDD,Metal1,323.2890,722.5780,1.199999
FILLER_187_651,VDD,Metal1,319.9290,722.5780,1.199999
FILLER_187_644,VDD,Metal1,316.5690,722.5780,1.199999
FILLER_187_637,VDD,Metal1,313.2090,722.5780,1.199999
FILLER_187_630,VDD,Metal1,309.8490,722.5780,1.199999
FILLER_187_623,VDD,Metal1,306.4890,722.5780,1.199999
FILLER_187_616,VDD,Metal1,303.1290,722.5780,1.199999
FILLER_187_609,VDD,Metal1,299.7690,722.5780,1.199999
FILLER_187_602,VDD,Metal1,296.4090,722.5780,1.199999
